"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.021101146E2,1.256201744E0,8.528470993E-1,2.395156860E0
2.021149644E2,1.383579373E0,8.423628807E-1,2.197047234E0
2.021198150E2,1.559078455E0,9.319829941E-1,1.891788483E0
2.021246648E2,1.749732256E0,1.086496830E0,1.531629562E0
2.021295138E2,1.912353754E0,1.278217793E0,1.161426544E0
2.021343636E2,2.006515265E0,1.534246922E0,7.830677032E-1
2.021392142E2,2.073009491E0,1.841199875E0,4.461574554E-1
2.021440639E2,2.028135777E0,2.130933762E0,2.240238190E-1
2.021489130E2,1.941093206E0,2.296947956E0,1.422138214E-1
2.021537627E2,1.768401742E0,2.311560154E0,2.072687149E-1
2.021586133E2,1.466486931E0,2.149529934E0,4.950866699E-1
2.021634631E2,1.135715961E0,1.840043545E0,1.045984268E0
2.021683121E2,8.618695140E-1,1.392336369E0,1.752469063E0
2.021731619E2,6.424673200E-1,8.559813499E-1,2.586265564E0
2.021780125E2,3.891831636E-1,2.081747055E-1,3.474020958E0
2.021828622E2,2.004440725E-1,-5.215554237E-1,4.313915253E0
2.021877112E2,4.282297194E-2,-1.174867392E0,5.123905182E0
2.021925610E2,-1.919424906E-2,-1.772821665E0,5.835702896E0
2.021974117E2,7.153086364E-2,-2.351115704E0,6.338163376E0
2.022022614E2,2.002700269E-1,-2.780638456E0,6.673348427E0
2.022071104E2,3.577833474E-1,-2.998922586E0,6.890133858E0
2.022119602E2,5.588706136E-1,-3.161179543E0,6.891443253E0
2.022168108E2,8.035944700E-1,-3.185254097E0,6.615947723E0
2.022216606E2,1.055373073E0,-3.091383219E0,6.109755516E0
2.022265096E2,1.330482721E0,-2.865527391E0,5.399434090E0
2.022313594E2,1.561131597E0,-2.502727032E0,4.463503838E0
2.022362100E2,1.727365971E0,-2.047212124E0,3.421127319E0
2.022410597E2,1.833170891E0,-1.552319765E0,2.429410934E0
2.022459087E2,1.854380965E0,-1.164254665E0,1.480132103E0
2.022507585E2,1.877023458E0,-8.497724533E-1,6.416225433E-1
2.022556091E2,1.920678735E0,-5.975039005E-1,-5.120372772E-2
2.022604588E2,1.964446783E0,-3.647470474E-1,-7.118883133E-1
2.022653088E2,1.973266363E0,-1.524033546E-1,-1.264701843E0
2.022701576E2,1.930752277E0,1.487445831E-2,-1.727382660E0
2.022750083E2,1.868146896E0,1.383619308E-1,-2.115070343E0
2.022798580E2,1.797963858E0,2.357792854E-1,-2.378183365E0
2.022847070E2,1.730774999E0,3.146700859E-1,-2.569706440E0
2.022895568E2,1.676660657E0,3.444652557E-1,-2.716334343E0
2.022944074E2,1.602399826E0,3.421039581E-1,-2.782364368E0
2.022992572E2,1.537128448E0,3.454089165E-1,-2.801131725E0
2.023041061E2,1.459522247E0,2.699508667E-1,-2.717306614E0
2.023089559E2,1.369676471E0,1.652159691E-1,-2.602297783E0
2.023138066E2,1.282029152E0,5.401515961E-2,-2.481821537E0
2.023186563E2,1.187030673E0,-1.078777313E-1,-2.348057747E0
2.023235053E2,1.058123946E0,-2.519879341E-1,-2.267465591E0
2.023283551E2,9.406530857E-1,-3.695955276E-1,-2.213232040E0
2.023332057E2,8.270386457E-1,-5.238389969E-1,-2.242217064E0
2.023380555E2,7.189325094E-1,-6.866087914E-1,-2.325300694E0
2.023429045E2,6.207414865E-1,-8.106453419E-1,-2.459736347E0
2.023477543E2,5.105140805E-1,-9.227187634E-1,-2.571130276E0
2.023526049E2,3.975392580E-1,-1.018324614E0,-2.678517818E0
2.023574546E2,3.052792847E-1,-1.092812777E0,-2.853594303E0
2.023623036E2,2.308209538E-1,-1.124638081E0,-3.019800663E0
2.023671534E2,1.548054218E-1,-1.133090258E0,-3.177099705E0
2.023720041E2,1.418751031E-1,-1.098858356E0,-3.299309731E0
2.023768538E2,1.704334766E-1,-1.021624804E0,-3.393837452E0
2.023817027E2,2.073469460E-1,-9.226973057E-1,-3.491928577E0
2.023865525E2,2.432787120E-1,-8.519515991E-1,-3.574629784E0
2.023914032E2,3.263645172E-1,-7.706749439E-1,-3.649337769E0
2.023962529E2,3.875139952E-1,-7.143762112E-1,-3.737765789E0
2.024011019E2,4.412386119E-1,-5.965232849E-1,-3.816200733E0
2.024059517E2,4.783455133E-1,-4.814987183E-1,-3.891953468E0
2.024108023E2,4.558154941E-1,-3.498077393E-1,-3.965220451E0
2.024156521E2,4.336814880E-1,-2.322912216E-1,-4.009840965E0
2.024205011E2,4.644953609E-1,-8.787584305E-2,-4.071503639E0
2.024253509E2,4.572309852E-1,3.110313416E-2,-4.088190556E0
2.024302015E2,4.166577458E-1,1.222810745E-1,-4.071916580E0
2.024350512E2,3.618238568E-1,1.835598946E-1,-4.006135464E0
2.024399002E2,3.548929095E-1,2.986106873E-1,-3.943490028E0
2.024447500E2,3.268035054E-1,4.458947182E-1,-3.788357735E0
2.024496006E2,2.991810441E-1,5.465650558E-1,-3.576778889E0
2.024544504E2,2.457440048E-1,6.076493263E-1,-3.349363804E0
2.024592994E2,1.757952720E-1,6.434822083E-1,-3.091762066E0
2.024641492E2,9.642249346E-2,6.730170250E-1,-2.799120426E0
2.024689998E2,-4.470825195E-3,7.295322418E-1,-2.504848480E0
2.024738495E2,-8.624443412E-2,7.720370293E-1,-2.184867859E0
2.024786985E2,-1.874618828E-1,8.002424240E-1,-1.896432400E0
2.024835483E2,-2.843951583E-1,8.068366051E-1,-1.579647064E0
2.024883989E2,-3.963138163E-1,7.962183952E-1,-1.296490669E0
2.024932487E2,-4.778314829E-1,8.039679527E-1,-1.063486099E0
2.024980977E2,-5.291941762E-1,8.321981430E-1,-7.919635773E-1
2.025029475E2,-5.456798077E-1,8.280754089E-1,-5.344591141E-1
2.025077981E2,-5.414036512E-1,8.464846611E-1,-3.362913132E-1
2.025126478E2,-5.568825603E-1,8.656816483E-1,-1.613988876E-1
2.025174968E2,-5.153465867E-1,8.905019760E-1,-7.380485535E-3
2.025223466E2,-4.454546571E-1,9.378809929E-1,8.264446259E-2
2.025271972E2,-3.709676862E-1,9.984340668E-1,1.660356522E-1
2.025320470E2,-2.799438536E-1,1.072612762E0,2.018918991E-1
2.025368960E2,-1.363862306E-1,1.156072140E0,2.354526520E-1
2.025417458E2,2.417564392E-3,1.232467651E0,2.856225967E-1
2.025465964E2,1.458813250E-1,1.340774536E0,2.993593216E-1
2.025514461E2,3.015134335E-1,1.447885513E0,3.434267044E-1
2.025562951E2,4.287172556E-1,1.527802944E0,3.530464172E-1
2.025611449E2,5.107285976E-1,1.599987507E0,4.022016525E-1
2.025659956E2,5.931453705E-1,1.647861481E0,5.529184341E-1
2.025708452E2,6.979103088E-1,1.645052910E0,7.405748367E-1
2.025756943E2,7.514146566E-1,1.589228630E0,9.579620361E-1
2.025805441E2,7.828677297E-1,1.537843227E0,1.152446747E0
2.025853947E2,8.189637661E-1,1.457262993E0,1.293073654E0
2.025902444E2,8.431792259E-1,1.402321815E0,1.372863770E0
2.025950934E2,8.432809711E-1,1.366021633E0,1.379820824E0
2.025999432E2,7.595839500E-1,1.365037918E0,1.335590363E0
2.026047938E2,6.447650790E-1,1.377820492E0,1.264156342E0
2.026096436E2,4.773589373E-1,1.397233486E0,1.127282143E0
2.026144926E2,2.424289733E-1,1.404402256E0,9.942426682E-1
2.026193424E2,-6.567120552E-2,1.423260689E0,8.028478622E-1
2.026241930E2,-3.547554612E-1,1.463512421E0,5.865354538E-1
2.026290427E2,-5.838077664E-1,1.537484169E0,3.211336136E-1
2.026338917E2,-8.025651574E-1,1.697943211E0,1.045551300E-1
2.026387415E2,-1.005441666E0,1.940378666E0,2.494239807E-2
2.026435921E2,-1.157953978E0,2.186666965E0,1.605005264E-1
2.026484419E2,-1.287071347E0,2.270143986E0,5.105981827E-1
2.026532909E2,-1.364098549E0,2.208272934E0,1.189555168E0
2.026581407E2,-1.349762559E0,1.919756889E0,2.175721169E0
2.026629913E2,-1.249425173E0,1.507213593E0,3.363991737E0
2.026678410E2,-1.206362009E0,9.843869209E-1,4.520419121E0
2.026726900E2,-1.203817368E0,4.029726982E-1,5.581209183E0
2.026775398E2,-1.185015440E0,-1.998958588E-1,6.583071709E0
2.026823905E2,-1.184268713E0,-7.897675037E-1,7.510119438E0
2.026872401E2,-1.228564143E0,-1.311128139E0,8.277284622E0
2.026920892E2,-1.278590322E0,-1.765816212E0,8.773164749E0
2.026969389E2,-1.348816037E0,-2.067373276E0,8.931950569E0
2.027017896E2,-1.435462832E0,-2.222480059E0,8.642323494E0
2.027066393E2,-1.495614290E0,-2.223387241E0,8.256942749E0
2.027114883E2,-1.360908628E0,-2.064196825E0,7.455859184E0
2.027163381E2,-1.193503141E0,-1.728735209E0,6.375905991E0
2.027211887E2,-1.088649988E0,-1.305401564E0,5.194133759E0
2.027260385E2,-1.047839284E0,-8.867568970E-1,3.934154510E0
2.027308875E2,-1.015220761E0,-5.171926022E-1,2.791638374E0
2.027357373E2,-1.032330275E0,-2.481575012E-1,1.718129158E0
2.027405879E2,-1.032610774E0,-2.995538712E-2,6.458292007E-1
2.027454376E2,-1.020279169E0,1.273841858E-1,-2.012853622E-1
2.027502866E2,-1.031030536E0,2.664341927E-1,-9.701633453E-1
2.027551364E2,-1.154158711E0,4.132275581E-1,-1.714465618E0
2.027599870E2,-1.279960990E0,5.075645447E-1,-2.317978382E0
2.027648368E2,-1.352879405E0,5.368132591E-1,-2.674041748E0
2.027696858E2,-1.367067695E0,5.480089188E-1,-2.841063976E0
2.027745356E2,-1.335900068E0,4.994449615E-1,-2.896420956E0
2.027793862E2,-1.258194447E0,4.184460640E-1,-2.795271397E0
2.027842359E2,-1.146871209E0,3.317770958E-1,-2.523657322E0
2.027890849E2,-1.010258079E0,1.960906982E-1,-2.129447937E0
2.027939347E2,-8.521883488E-1,2.507066727E-2,-1.669810772E0
2.027987853E2,-7.551674843E-1,-1.659173965E-1,-1.177607536E0
2.028036350E2,-6.682916880E-1,-3.281745911E-1,-7.645149231E-1
2.028084841E2,-5.698535442E-1,-4.846336842E-1,-4.321632385E-1
2.028133338E2,-4.861646295E-1,-6.058075428E-1,-1.438426971E-1
2.028181845E2,-4.364670515E-1,-7.507867813E-1,-8.742332458E-3
2.028230342E2,-4.545570016E-1,-8.924360275E-1,5.771636963E-2
2.028278832E2,-5.073818564E-1,-9.532709122E-1,-8.346557617E-3
2.028327330E2,-5.764094591E-1,-1.006486177E0,-1.679525375E-1
2.028375836E2,-6.266595125E-1,-1.086353779E0,-4.326391220E-1
2.028424334E2,-6.976299882E-1,-1.178956509E0,-8.164501190E-1
2.028472823E2,-7.448677421E-1,-1.203262329E0,-1.225892067E0
2.028521321E2,-7.953614593E-1,-1.209519148E0,-1.601199150E0
2.028569827E2,-8.493771553E-1,-1.207098007E0,-1.990342140E0
2.028618325E2,-8.832612038E-1,-1.185904026E0,-2.415056705E0
2.028666815E2,-8.516571522E-1,-1.133449554E0,-2.830097198E0
2.028715313E2,-8.699488044E-1,-1.120526075E0,-3.259778976E0
2.028763819E2,-8.925501704E-1,-1.093820095E0,-3.625443459E0
2.028812317E2,-8.881112933E-1,-1.026223183E0,-3.946638584E0
2.028860807E2,-8.206163049E-1,-9.719083309E-1,-4.187916279E0
2.028909305E2,-7.998149395E-1,-9.324944019E-1,-4.378391266E0
2.028957811E2,-7.752126455E-1,-9.000818729E-1,-4.556691170E0
2.029006308E2,-7.560502887E-1,-8.646609783E-1,-4.694334507E0
2.029054798E2,-7.278718948E-1,-7.969024181E-1,-4.779703140E0
2.029103296E2,-6.904281974E-1,-7.515316010E-1,-4.834532738E0
2.029151802E2,-6.554743052E-1,-6.803848743E-1,-4.868579388E0
2.029200299E2,-6.230750084E-1,-6.576180458E-1,-4.881875515E0
2.029248789E2,-6.197787523E-1,-5.971055031E-1,-4.850526333E0
2.029297287E2,-6.288876534E-1,-5.182940960E-1,-4.757733345E0
2.029345794E2,-5.934428573E-1,-4.069311619E-1,-4.620263577E0
2.029394291E2,-5.397785902E-1,-2.586050034E-1,-4.404548645E0
2.029442781E2,-4.487186074E-1,-8.304762840E-2,-4.096285343E0
2.029491279E2,-3.798582554E-1,5.253267288E-2,-3.709843636E0
2.029539785E2,-3.520611525E-1,1.239504814E-1,-3.264311314E0
2.029588282E2,-3.579890728E-1,1.404204369E-1,-2.790657997E0
2.029636772E2,-3.950449526E-1,1.446814537E-1,-2.317451954E0
2.029685270E2,-4.700464010E-1,1.462607384E-1,-1.830339432E0
2.029733776E2,-5.109677911E-1,1.425623894E-1,-1.334039688E0
2.029782274E2,-5.366188288E-1,1.620326042E-1,-8.213005066E-1
2.029830764E2,-5.417820215E-1,1.971578598E-1,-3.398542404E-1
2.029879262E2,-5.718683004E-1,1.880822182E-1,9.601020813E-2
2.029927768E2,-5.768703818E-1,2.276930809E-1,4.219894409E-1
2.029976266E2,-5.998380184E-1,2.802119255E-1,6.333694458E-1
2.030024755E2,-5.677891970E-1,2.546200752E-1,1.069818497E0
2.030073253E2,-4.252471626E-1,2.869892120E-1,1.298371315E0
2.030121759E2,-2.823091447E-1,3.703064919E-1,1.393304825E0
2.030170257E2,-1.536131501E-1,4.642968178E-1,1.395257950E0
2.030218747E2,-1.784902811E-2,5.669503212E-1,1.342441559E0
2.030267245E2,7.467573881E-2,7.120776176E-1,1.320855141E0
2.030315751E2,1.428864002E-1,8.187503815E-1,1.289638519E0
2.030364248E2,1.960161924E-1,8.729462624E-1,1.239131927E0
2.030412738E2,2.121484876E-1,9.085226059E-1,1.188370705E0
2.030461236E2,1.955950856E-1,8.923425674E-1,1.101372719E0
2.030509743E2,1.623582840E-1,8.078522682E-1,1.002079964E0
2.030558240E2,9.262937307E-2,7.293891907E-1,9.383068085E-1
2.030606730E2,4.794985056E-2,6.043515205E-1,9.482908249E-1
2.030655227E2,-2.700847387E-2,4.710721970E-1,1.008029938E0
2.030703734E2,-5.100667477E-2,3.414278030E-1,1.107938766E0
2.030752231E2,-5.256074667E-2,2.608604431E-1,1.255113602E0
2.030800721E2,-2.954632044E-3,1.934337616E-1,1.416017532E0
2.030849219E2,3.557890654E-2,1.247305870E-1,1.535659790E0
2.030897725E2,6.778436899E-2,7.611751556E-2,1.721765518E0
2.030946223E2,8.883431554E-2,4.725599289E-2,1.936149597E0
2.030994712E2,1.369517148E-1,-5.434989929E-3,2.157508850E0
2.031043210E2,2.051649094E-1,-4.413843155E-2,2.345399857E0
2.031091717E2,3.606327176E-1,-6.664991379E-2,2.542976379E0
2.031140214E2,5.700091124E-1,-1.306409836E-1,2.704911232E0
2.031188704E2,7.715801597E-1,-1.211957932E-1,2.814440727E0
2.031237202E2,9.634883404E-1,-5.738067627E-2,2.938477516E0
2.031285708E2,1.083942652E0,-3.521919250E-3,3.064881325E0
2.031334206E2,1.165014505E0,4.050683975E-2,3.164844513E0
2.031382696E2,1.305259466E0,1.325173378E-1,3.137740135E0
2.031431194E2,1.466447353E0,2.608489990E-1,2.990717888E0
2.031479700E2,1.603406549E0,3.758072853E-1,2.797757149E0
2.031528197E2,1.761879921E0,5.450153351E-1,2.563359261E0
2.031576687E2,1.961405635E0,7.499289513E-1,2.315923691E0
2.031625185E2,2.128297329E0,9.029531479E-1,2.033473969E0
2.031673691E2,2.222195864E0,1.083676815E0,1.694235802E0
2.031722188E2,2.238360167E0,1.194758415E0,1.453377724E0
2.031770679E2,2.227209568E0,1.299113750E0,1.284193993E0
2.031819176E2,2.076745749E0,1.310936451E0,1.119560242E0
2.031867683E2,1.784593105E0,1.209265232E0,9.856586456E-1
2.031916180E2,1.374282956E0,1.044553280E0,9.542751312E-1
2.031964670E2,9.190789461E-1,7.020750046E-1,9.800357819E-1
2.032013168E2,4.226499200E-1,2.392029762E-1,1.027292252E0
2.032061674E2,1.353809237E-2,-2.418415546E-1,1.163456917E0
2.032110171E2,-3.282532096E-1,-7.132484913E-1,1.290928841E0
2.032158661E2,-6.467390060E-1,-1.133179188E0,1.446221352E0
2.032207159E2,-8.994216919E-1,-1.495999575E0,1.606089592E0
2.032255666E2,-1.108838439E0,-1.815103292E0,1.795048714E0
2.032304163E2,-1.268576264E0,-2.056312561E0,1.896554947E0
2.032352653E2,-1.367212415E0,-2.228417397E0,1.963873863E0
2.032401151E2,-1.386517406E0,-2.356721401E0,1.942475319E0
2.032449657E2,-1.358309031E0,-2.394566536E0,1.887784004E0
2.032498155E2,-1.278349042E0,-2.400520802E0,1.754692078E0
2.032546645E2,-1.122969270E0,-2.313004971E0,1.591204643E0
2.032595142E2,-8.730677962E-1,-2.168257236E0,1.414088249E0
2.032643649E2,-5.692292452E-1,-1.961488128E0,1.180213928E0
2.032692146E2,-2.395750135E-1,-1.697032332E0,9.491844177E-1
2.032740636E2,7.106211782E-2,-1.395879269E0,6.824932098E-1
2.032789134E2,4.400079548E-1,-1.040290594E0,4.515237808E-1
2.032837640E2,7.533918619E-1,-6.984646320E-1,1.816673279E-1
2.032886137E2,1.093526006E0,-3.428726196E-1,-8.921718597E-2
2.032934627E2,1.372869849E0,3.923654556E-3,-3.377237320E-1
2.032983125E2,1.587533593E0,3.262858391E-1,-5.762510300E-1
2.033031632E2,1.745822906E0,5.895116329E-1,-8.315639496E-1
2.033080129E2,1.843813181E0,8.305723667E-1,-1.022762299E0
2.033128619E2,1.908589840E0,1.002477407E0,-1.221996307E0
2.033177117E2,1.952639341E0,1.151611805E0,-1.403314590E0
2.033225623E2,1.928536892E0,1.259192944E0,-1.521450996E0
2.033274120E2,1.874792337E0,1.303908825E0,-1.631551266E0
2.033322610E2,1.762663722E0,1.283232927E0,-1.738320351E0
2.033371108E2,1.649404645E0,1.242297649E0,-1.820078373E0
2.033419614E2,1.486890078E0,1.168416739E0,-1.874160290E0
2.033468112E2,1.348763704E0,1.048907280E0,-1.921799660E0
2.033516602E2,1.210556746E0,9.282784462E-1,-1.957832336E0
2.033565100E2,1.042851210E0,7.937686443E-1,-2.017810345E0
2.033613606E2,9.194138646E-1,6.563081741E-1,-2.043933868E0
2.033662104E2,8.090395927E-1,5.197396278E-1,-2.019181728E0
2.033710593E2,7.329126596E-1,3.807387352E-1,-2.031767845E0
2.033759091E2,6.497164965E-1,2.172405720E-1,-2.086234093E0
2.033807597E2,5.543996096E-1,1.144685745E-1,-2.127243996E0
2.033856095E2,4.703866541E-1,1.684832573E-2,-2.173777580E0
2.033904585E2,4.020797312E-1,-4.971098900E-2,-2.228093624E0
2.033953083E2,3.376026154E-1,-8.307147026E-2,-2.280560493E0
2.034001589E2,3.105047941E-1,-1.528353691E-1,-2.364585400E0
2.034050086E2,3.352545202E-1,-1.916067600E-1,-2.485043526E0
2.034098576E2,3.521063924E-1,-2.038087845E-1,-2.632445335E0
2.034147074E2,3.613900542E-1,-1.745741367E-1,-2.826062679E0
2.034195581E2,3.966143727E-1,-7.921171188E-2,-3.032624722E0
2.034244078E2,4.270474315E-1,2.499723434E-2,-3.225862503E0
2.034292568E2,4.694759250E-1,1.724028587E-1,-3.427599907E0
2.034341066E2,5.097099543E-1,3.158938885E-1,-3.575911045E0
2.034389572E2,5.600586534E-1,4.346740246E-1,-3.716548920E0
2.034438069E2,6.136481762E-1,5.389530659E-1,-3.856919289E0
2.034486559E2,6.323800087E-1,6.508719921E-1,-3.997246265E0
2.034535057E2,7.073650360E-1,7.781291008E-1,-4.109043598E0
2.034583563E2,7.453939319E-1,9.355370998E-1,-4.221233845E0
2.034632061E2,7.582862973E-1,1.099586010E0,-4.293341160E0
2.034680551E2,7.384516001E-1,1.234935760E0,-4.349536419E0
2.034729048E2,7.046075463E-1,1.387203932E0,-4.332521439E0
2.034777555E2,6.229051948E-1,1.530112505E0,-4.278284550E0
2.034826052E2,5.526040792E-1,1.651608229E0,-4.150968552E0
2.034874542E2,4.790093899E-1,1.780238628E0,-3.945830822E0
2.034923040E2,4.091629982E-1,1.851154804E0,-3.670044422E0
2.034971546E2,2.996880412E-1,1.883232117E0,-3.285315990E0
2.035020044E2,1.670137942E-1,1.875921726E0,-2.789164543E0
2.035068534E2,2.077040821E-2,1.821397781E0,-2.171891212E0
2.035117032E2,-1.240483299E-1,1.721409082E0,-1.485986233E0
2.035165538E2,-3.171265423E-1,1.606507063E0,-7.600011826E-1
2.035214035E2,-4.618423879E-1,1.444930553E0,-6.066989899E-2
2.035262525E2,-5.383819938E-1,1.283922672E0,5.525131226E-1
2.035311023E2,-6.011559963E-1,1.161364794E0,1.067852974E0
2.035359529E2,-6.304913759E-1,1.107976198E0,1.447351456E0
2.035408026E2,-6.527360082E-1,1.066131115E0,1.693651199E0
2.035456517E2,-6.493094563E-1,1.090817451E0,1.826076508E0
2.035505014E2,-6.352446675E-1,1.134397268E0,1.897294998E0
2.035553521E2,-5.631967187E-1,1.209020138E0,1.845154762E0
2.035602018E2,-5.103077292E-1,1.272103071E0,1.758099556E0
2.035650508E2,-4.026951194E-1,1.343329430E0,1.628792763E0
2.035699006E2,-2.788057923E-1,1.375449657E0,1.509658813E0
2.035747512E2,-1.576064974E-1,1.409858227E0,1.402784348E0
2.035796010E2,-6.769351661E-2,1.442475319E0,1.336542130E0
2.035844500E2,3.878661618E-2,1.509699345E0,1.289123535E0
2.035892997E2,1.331231743E-1,1.573804855E0,1.255458832E0
2.035941504E2,1.940706372E-1,1.625597954E0,1.290346146E0
2.035990001E2,2.457646728E-1,1.679709435E0,1.376826286E0
2.036038491E2,2.574734390E-1,1.738574982E0,1.493279457E0
2.036086989E2,2.509922683E-1,1.720770836E0,1.649274826E0
2.036135495E2,2.599951327E-1,1.736278057E0,1.792197227E0
2.036183993E2,2.606064677E-1,1.720283031E0,1.936503410E0
2.036232483E2,2.915696800E-1,1.667721748E0,2.089514732E0
2.036280981E2,3.246303797E-1,1.633528233E0,2.232156754E0
2.036329487E2,3.337529898E-1,1.627031803E0,2.307165146E0
2.036377984E2,2.763908207E-1,1.645548820E0,2.386507988E0
2.036426474E2,2.149780989E-1,1.696067810E0,2.319635391E0
2.036474972E2,7.311567664E-2,1.773930073E0,2.149729729E0
2.036523478E2,-1.139674485E-1,1.764120102E0,1.845935822E0
2.036571975E2,-3.620032668E-1,1.681251049E0,1.453747749E0
2.036620466E2,-5.317747593E-1,1.645126343E0,9.468250275E-1
2.036668963E2,-7.379227877E-1,1.691917419E0,3.776273727E-1
2.036717470E2,-8.915612698E-1,1.860043049E0,-1.416473389E-1
2.036765967E2,-1.026485920E0,2.102117062E0,-6.306524277E-1
2.036814457E2,-1.180545092E0,2.435497284E0,-8.938455582E-1
2.036862955E2,-1.297707081E0,2.755836487E0,-9.081478119E-1
2.036911461E2,-1.459719658E0,2.951562881E0,-5.762023926E-1
2.036959959E2,-1.601727366E0,2.908566475E0,1.803245544E-1
2.037008448E2,-1.621887922E0,2.596238136E0,1.296468735E0
2.037056946E2,-1.476792216E0,2.138711452E0,2.566689491E0
2.037105452E2,-1.309284329E0,1.557096720E0,3.859836578E0
2.037153950E2,-1.154174685E0,8.364560604E-1,5.166887283E0
2.037202440E2,-9.344526529E-1,5.694103241E-2,6.388121605E0
2.037250938E2,-7.749718428E-1,-6.324715614E-1,7.435977936E0
2.037299444E2,-7.989974618E-1,-1.224307299E0,8.189533234E0
2.037347942E2,-8.943469524E-1,-1.658593178E0,8.908204079E0
2.037396432E2,-9.219395518E-1,-1.987928510E0,9.248500824E0
2.037444930E2,-8.949161768E-1,-2.140026331E0,9.163612366E0
2.037493436E2,-8.529664278E-1,-2.125964165E0,8.730978012E0
2.037541933E2,-7.518384457E-1,-1.956373334E0,7.963225365E0
2.037590423E2,-5.256431699E-1,-1.684339762E0,7.147757530E0
2.037638921E2,-2.573667169E-1,-1.322006702E0,6.119639397E0
2.037687427E2,-9.687186778E-2,-9.835398197E-1,5.000796318E0
2.037735924E2,-7.302299142E-3,-6.796808243E-1,3.833934784E0
2.037784414E2,1.476798952E-2,-4.494152069E-1,2.766757011E0
2.037832912E2,3.831064701E-2,-2.814726830E-1,1.788978577E0
2.037881419E2,3.769323230E-3,-1.546499729E-1,8.519124985E-1
2.037929916E2,-1.028497517E-1,-9.270310402E-2,2.384853363E-2
2.037978406E2,-2.237520814E-1,-5.755996704E-2,-6.794977188E-1
2.038026904E2,-3.922176659E-1,-8.333754539E-2,-1.170567513E0
2.038075410E2,-5.239695907E-1,-1.421096325E-1,-1.502938747E0
2.038123908E2,-6.278455257E-1,-2.254314423E-1,-1.684565544E0
2.038172397E2,-7.244424224E-1,-3.659670353E-1,-1.823628426E0
2.038220895E2,-7.988983393E-1,-5.487844944E-1,-1.877408981E0
2.038269401E2,-8.626363873E-1,-7.356376648E-1,-1.805364132E0
2.038317899E2,-8.814712167E-1,-8.984827995E-1,-1.664753914E0
2.038366389E2,-8.933256865E-1,-1.091034412E0,-1.495827198E0
2.038414887E2,-8.883659840E-1,-1.231070995E0,-1.293156147E0
2.038463393E2,-8.761395812E-1,-1.377607822E0,-1.132594109E0
2.038511891E2,-8.280622363E-1,-1.474932671E0,-1.020519257E0
2.038560381E2,-7.682804465E-1,-1.560546875E0,-9.442300797E-1
2.038608879E2,-7.258679867E-1,-1.616746426E0,-9.963378906E-1
2.038657385E2,-6.986438632E-1,-1.659171820E0,-1.075734138E0
2.038705882E2,-6.939622164E-1,-1.700897932E0,-1.222587109E0
2.038754372E2,-6.861082315E-1,-1.756821632E0,-1.446164131E0
2.038802870E2,-6.495782137E-1,-1.810679436E0,-1.762915611E0
2.038851376E2,-6.590900421E-1,-1.836497545E0,-2.086515427E0
2.038899873E2,-6.933855414E-1,-1.841312408E0,-2.486362934E0
2.038948363E2,-7.048962116E-1,-1.817692280E0,-2.850088596E0
2.038996861E2,-6.478285789E-1,-1.751044273E0,-3.115657806E0
2.039045368E2,-5.566089153E-1,-1.755852222E0,-3.524814606E0
2.039093865E2,-6.426402330E-1,-1.716408014E0,-3.991630554E0
2.039142355E2,-6.808074117E-1,-1.679916382E0,-4.389555931E0
2.039190853E2,-6.470690370E-1,-1.602727652E0,-4.680647373E0
2.039239359E2,-6.177070141E-1,-1.519881010E0,-4.949081421E0
2.039287857E2,-5.828477740E-1,-1.452018499E0,-5.195258617E0
2.039336347E2,-5.422078967E-1,-1.362390041E0,-5.364589691E0
2.039384845E2,-4.644217789E-1,-1.281423330E0,-5.500522614E0
2.039433351E2,-3.924420178E-1,-1.201350212E0,-5.603377819E0
2.039481848E2,-4.099851251E-1,-1.145492315E0,-5.675878525E0
2.039530338E2,-3.876266181E-1,-1.091942549E0,-5.687169075E0
2.039578836E2,-3.636722267E-1,-1.021220446E0,-5.656645775E0
2.039627342E2,-3.163877428E-1,-9.213008881E-1,-5.570085049E0
2.039675839E2,-2.863314152E-1,-7.896275520E-1,-5.432460308E0
2.039724330E2,-2.518762052E-1,-6.980969906E-1,-5.212713718E0
2.039772827E2,-2.204315960E-1,-6.516673565E-1,-4.932373524E0
2.039821334E2,-2.063344121E-1,-5.430078506E-1,-4.543544769E0
2.039869831E2,-2.116816789E-1,-4.922316074E-1,-4.146567345E0
2.039918321E2,-2.293771058E-1,-4.375803471E-1,-3.676658630E0
2.039966819E2,-2.447215766E-1,-4.227325916E-1,-3.176647663E0
2.040015325E2,-2.119998932E-1,-3.669257164E-1,-2.603255749E0
2.040063822E2,-1.907034665E-1,-3.089952469E-1,-2.035231113E0
2.040112312E2,-1.967233121E-1,-2.688574791E-1,-1.479383469E0
2.040160810E2,-1.961411685E-1,-2.205109596E-1,-9.212088585E-1
2.040209317E2,-1.812470555E-1,-1.931834221E-1,-4.632949829E-1
2.040257814E2,-1.851941198E-1,-1.465630531E-1,-1.053504944E-1
2.040306304E2,-2.080675066E-1,-4.482078552E-2,2.388391495E-1
2.040354802E2,-1.924095005E-1,9.013557434E-2,5.718450546E-1
