"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.841284271E1,8.257250786E-1,-1.027638435E0,-2.226129532E0
2.841769229E1,7.642498016E-1,-9.409451485E-1,-2.032867432E0
2.842254276E1,6.472812891E-1,-8.256697655E-1,-1.888552666E0
2.842739401E1,5.203676224E-1,-7.176456451E-1,-1.673611641E0
2.843224438E1,4.219033718E-1,-5.737709999E-1,-1.505311012E0
2.843709401E1,3.182815313E-1,-4.513111115E-1,-1.364592552E0
2.844194448E1,2.097475529E-1,-2.926115990E-1,-1.241973877E0
2.844679573E1,1.107945442E-1,-1.405186653E-1,-1.104085445E0
2.845164610E1,6.736278534E-2,5.320978165E-2,-1.008509636E0
2.845649573E1,6.539797783E-2,2.435789108E-1,-9.793615341E-1
2.846134625E1,2.628803253E-2,4.570727348E-1,-9.879150391E-1
2.846619745E1,-9.308457375E-3,7.035784721E-1,-9.913220406E-1
2.847104781E1,-9.186708927E-2,1.014507294E0,-1.066399097E0
2.847589745E1,-1.834355593E-1,1.323060036E0,-1.191757679E0
2.848074797E1,-2.845027447E-1,1.670260906E0,-1.372467995E0
2.848559917E1,-3.882412910E-1,1.994267941E0,-1.544227600E0
2.849044953E1,-5.024026632E-1,2.252221584E0,-1.616407394E0
2.849529917E1,-6.035010815E-1,2.463407516E0,-1.665791035E0
2.850014969E1,-6.871303320E-1,2.582179546E0,-1.606215000E0
2.850500089E1,-7.751594782E-1,2.622905254E0,-1.468905926E0
2.850985125E1,-8.295806646E-1,2.616436958E0,-1.244222164E0
2.851470094E1,-8.457193375E-1,2.600718021E0,-9.296374321E-1
2.851955141E1,-8.235332966E-1,2.535037518E0,-5.897550583E-1
2.852440261E1,-7.509777546E-1,2.500683308E0,-2.293086052E-1
2.852925307E1,-6.923005581E-1,2.423232555E0,1.830186844E-1
2.853410266E1,-5.922094584E-1,2.383917809E0,6.066527367E-1
2.853895313E1,-4.648410082E-1,2.404129982E0,1.039301872E0
2.854380432E1,-3.240717649E-1,2.450331211E0,1.493001461E0
2.854865479E1,-1.621212959E-1,2.488929272E0,1.955946922E0
2.855350438E1,-6.978511810E-3,2.543745518E0,2.416375637E0
2.855835484E1,9.664213657E-2,2.564384937E0,2.960608959E0
2.856320610E1,2.215268612E-1,2.619909763E0,3.512424469E0
2.856805646E1,3.110852242E-1,2.609553814E0,4.005208969E0
2.857290610E1,4.189203978E-1,2.676675797E0,4.384339333E0
2.857775656E1,4.947085381E-1,2.649014473E0,4.453874588E0
2.858260781E1,4.907484055E-1,2.569555283E0,4.508455276E0
2.858745818E1,4.581445456E-1,2.584289551E0,4.572122574E0
2.859230781E1,4.205549955E-1,2.653373241E0,4.371607780E0
2.859715828E1,4.065250158E-1,2.837065697E0,4.040760040E0
2.860200953E1,3.801689148E-1,3.006845951E0,3.627076626E0
2.860685990E1,3.362725973E-1,3.160803795E0,3.142239571E0
2.861170953E1,2.428671122E-1,3.318740368E0,2.568994522E0
2.861656005E1,9.405910969E-2,3.454652309E0,2.002671242E0
2.862141125E1,-1.236146688E-1,3.554338455E0,1.483516693E0
2.862626162E1,-4.139325619E-1,3.600981712E0,1.063849926E0
2.863111125E1,-7.185996771E-1,3.527767658E0,6.785836220E-1
2.863596177E1,-1.005546331E0,3.418266296E0,4.590291977E-1
2.864081297E1,-1.263879418E0,3.212503433E0,3.905396461E-1
2.864566334E1,-1.467951059E0,2.893568039E0,4.849119186E-1
2.865051297E1,-1.634639502E0,2.523695946E0,7.108654976E-1
2.865536349E1,-1.778095961E0,2.112260818E0,1.109106064E0
2.866021469E1,-1.864034295E0,1.702004433E0,1.560298920E0
2.866506505E1,-1.824522376E0,1.273418427E0,2.031414509E0
2.866991474E1,-1.730427861E0,8.618912697E-1,2.549326420E0
2.867476521E1,-1.612009645E0,4.859266281E-1,3.033311367E0
2.867961641E1,-1.453790307E0,1.448740959E-1,3.421934128E0
2.868446688E1,-1.262042761E0,-1.257505417E-1,3.679868698E0
2.868931646E1,-1.121966362E0,-3.746461868E-1,3.872585297E0
2.869416693E1,-9.540269375E-1,-6.190319061E-1,3.947993279E0
2.869901813E1,-8.732798100E-1,-7.870988846E-1,3.743525505E0
2.870386860E1,-8.585548401E-1,-9.147448540E-1,3.419590950E0
2.870871818E1,-9.340827465E-1,-9.730777740E-1,2.976081848E0
2.871356865E1,-1.047949195E0,-1.052679062E0,2.436637878E0
2.871841990E1,-1.145850897E0,-1.069183350E0,1.815117836E0
2.872327026E1,-1.187778473E0,-1.072256565E0,1.199525833E0
2.872811990E1,-1.169421077E0,-1.075588226E0,6.203842163E-1
2.873297037E1,-1.100487590E0,-1.064116478E0,2.930545807E-2
2.873782162E1,-1.036174893E0,-1.039820671E0,-4.999060631E-1
2.874267198E1,-9.884014130E-1,-1.040520191E0,-9.150409698E-1
2.874752162E1,-9.191323519E-1,-1.070766926E0,-1.257080555E0
2.875237208E1,-8.259857893E-1,-1.037115574E0,-1.495132446E0
2.875722334E1,-7.734098434E-1,-1.025591373E0,-1.679598331E0
2.876207370E1,-7.372716665E-1,-1.014396191E0,-1.793941498E0
2.876692334E1,-6.550741196E-1,-1.005668163E0,-1.819229126E0
2.877177380E1,-6.052685976E-1,-1.040052891E0,-1.755456924E0
2.877662505E1,-5.416415930E-1,-1.100607872E0,-1.621820450E0
2.878147542E1,-4.945638180E-1,-1.168088913E0,-1.435058117E0
2.878632505E1,-3.987464905E-1,-1.244972229E0,-1.216551781E0
2.879117557E1,-2.822420597E-1,-1.333730698E0,-9.733204842E-1
2.879602677E1,-1.827001572E-1,-1.449082375E0,-7.360897064E-1
2.880087714E1,-1.117925644E-1,-1.574554920E0,-5.356860161E-1
2.880572677E1,-7.646882534E-2,-1.713074923E0,-3.549084663E-1
2.881057729E1,-5.982220173E-2,-1.850817919E0,-1.933417320E-1
2.881542849E1,-6.178379059E-2,-1.997974634E0,-9.117555618E-2
2.882027896E1,-6.076109409E-2,-2.128861904E0,-7.820129395E-5
2.882512854E1,-9.997153282E-2,-2.260900259E0,6.254196167E-3
2.882997901E1,-9.843206406E-2,-2.375450611E0,-8.854484558E-2
2.883483021E1,-1.140595675E-1,-2.453728914E0,-2.340087891E-1
2.883968068E1,-1.377220154E-1,-2.520174026E0,-4.393920898E-1
2.884453026E1,-1.772106886E-1,-2.555823565E0,-7.213678360E-1
2.884938073E1,-1.851735115E-1,-2.553808212E0,-1.055832386E0
2.885423193E1,-1.861424446E-1,-2.482926369E0,-1.445322037E0
2.885908240E1,-1.374769211E-1,-2.362126827E0,-1.887624741E0
2.886393198E1,-7.536542416E-2,-2.238969803E0,-2.304026127E0
2.886878245E1,-3.306496143E-2,-2.110703707E0,-2.623033047E0
2.887363370E1,-1.260757446E-3,-1.960193872E0,-2.945508957E0
2.887848406E1,6.261324883E-2,-1.803853035E0,-3.331541538E0
2.888333370E1,1.176197529E-1,-1.650882006E0,-3.611574650E0
2.888818417E1,1.259815693E-1,-1.548492432E0,-3.790863037E0
2.889303542E1,1.526883841E-1,-1.484227657E0,-3.924771786E0
2.889788578E1,1.740515232E-1,-1.421790600E0,-4.030328751E0
2.890273542E1,1.665377617E-1,-1.353668213E0,-4.083837986E0
2.890758589E1,1.398452520E-1,-1.305750847E0,-4.071304321E0
2.891243714E1,1.206030846E-1,-1.265882492E0,-3.980939388E0
2.891728750E1,3.492820263E-2,-1.245993137E0,-3.855858326E0
2.892213714E1,-4.737854004E-3,-1.257914066E0,-3.672275066E0
2.892698760E1,-7.494640350E-2,-1.313651562E0,-3.411070824E0
2.893183886E1,-1.299688816E-1,-1.396687508E0,-3.052981377E0
2.893668922E1,-2.244859934E-1,-1.469161034E0,-2.655157089E0
2.894153886E1,-3.009128571E-1,-1.553061008E0,-2.214910507E0
2.894638938E1,-3.711270094E-1,-1.613102913E0,-1.767722130E0
2.895124057E1,-4.303748608E-1,-1.602124691E0,-1.372931480E0
2.895609094E1,-5.074951649E-1,-1.589895248E0,-9.393906593E-1
2.896094057E1,-5.906436443E-1,-1.521807671E0,-5.529699326E-1
2.896579110E1,-6.343631744E-1,-1.463026524E0,-1.534438133E-1
2.897064229E1,-5.834641457E-1,-1.351455212E0,7.755088806E-2
2.897549266E1,-5.671951771E-1,-1.292437077E0,2.933168411E-1
2.898034234E1,-6.024154425E-1,-1.171480656E0,4.175953865E-1
2.898519281E1,-7.181323767E-1,-9.839758873E-1,4.648780823E-1
2.899004401E1,-8.669297695E-1,-7.512497902E-1,3.800086975E-1
2.899489438E1,-9.775203466E-1,-4.825358391E-1,2.465033531E-1
2.899974406E1,-1.048079848E0,-1.436395645E-1,-2.945041656E-2
2.900459453E1,-1.148668766E0,2.304086685E-1,-3.121619225E-1
2.900944573E1,-1.262936711E0,5.590715408E-1,-5.544662476E-1
2.901429620E1,-1.312086821E0,8.000388145E-1,-7.354254723E-1
2.901914578E1,-1.310555696E0,1.042459488E0,-8.029580116E-1
2.902399625E1,-1.303843737E0,1.210240841E0,-7.958011627E-1
2.902884745E1,-1.291790128E0,1.344113350E0,-7.164263725E-1
2.903369792E1,-1.259900093E0,1.374964237E0,-5.578804016E-1
2.903854750E1,-1.186618447E0,1.398349762E0,-3.320579529E-1
2.904339797E1,-1.091002703E0,1.411733627E0,-3.412866592E-2
2.904824922E1,-9.966617823E-1,1.433568954E0,2.885670662E-1
2.905309959E1,-8.677405119E-1,1.439588547E0,6.912565231E-1
2.905794922E1,-6.515018940E-1,1.431524754E0,1.076353550E0
2.906279969E1,-4.411245584E-1,1.416003704E0,1.465867519E0
2.906765094E1,-2.889395952E-1,1.380567074E0,1.872185230E0
2.907250130E1,-1.419924498E-1,1.348600388E0,2.243151188E0
2.907735094E1,-7.168054581E-3,1.300597191E0,2.552845478E0
2.908220141E1,1.038453579E-1,1.260050297E0,2.794554234E0
2.908705266E1,2.030726671E-1,1.262681484E0,2.939792156E0
2.909190302E1,3.287631273E-1,1.325102329E0,2.993525982E0
2.909675266E1,4.522088766E-1,1.418702126E0,2.917511940E0
2.910160313E1,5.782932043E-1,1.550909042E0,2.790627480E0
2.910645438E1,6.353446245E-1,1.712439537E0,2.581619740E0
2.911130474E1,6.495805979E-1,1.917961597E0,2.328567505E0
2.911615438E1,6.688338518E-1,2.177384377E0,2.093380451E0
2.912100490E1,7.171131372E-1,2.445718765E0,1.827840328E0
2.912585610E1,7.852876186E-1,2.757307529E0,1.576779366E0
2.913070646E1,9.124306440E-1,3.079501152E0,1.332407475E0
2.913555610E1,1.049069047E0,3.377343655E0,1.079709053E0
2.914040662E1,1.176769376E0,3.654278755E0,8.011894226E-1
2.914525781E1,1.272315383E0,3.913646221E0,5.392231941E-1
2.915010818E1,1.295321703E0,4.120454311E0,3.576478958E-1
2.915495787E1,1.262855530E0,4.270690441E0,2.510147095E-1
2.915980834E1,1.119842172E0,4.285954475E0,3.025465012E-1
2.916465953E1,9.020513296E-1,4.156888485E0,5.311417580E-1
2.916950990E1,6.427822113E-1,3.797136784E0,9.824094772E-1
2.917435958E1,4.304405451E-1,3.258855820E0,1.589790344E0
2.917921005E1,2.672514915E-1,2.610444069E0,2.196302891E0
2.918406125E1,1.553739309E-1,1.836433887E0,2.805423737E0
2.918891162E1,1.290571690E-2,1.057748795E0,3.334403038E0
2.919376130E1,-1.418617964E-1,3.088784218E-1,3.829779625E0
2.919861177E1,-3.194372654E-1,-3.446550369E-1,4.211256027E0
2.920346297E1,-4.731377363E-1,-9.260778427E-1,4.444127560E0
2.920831344E1,-6.062518358E-1,-1.389060497E0,4.555761814E0
2.921316302E1,-6.023070812E-1,-1.732190132E0,4.501320362E0
2.921801349E1,-5.099209547E-1,-1.980254173E0,4.271808147E0
2.922286469E1,-3.227406740E-1,-2.095109463E0,3.785930634E0
2.922771516E1,-1.153408289E-1,-2.100782394E0,3.180140495E0
2.923256474E1,8.308315277E-2,-2.023182392E0,2.494697571E0
2.923741521E1,2.265701294E-1,-1.880926609E0,1.767360210E0
2.924226646E1,3.481161594E-1,-1.641968250E0,1.025954723E0
2.924711682E1,4.573256969E-1,-1.417169571E0,3.601002693E-1
2.925196646E1,6.289570332E-1,-1.174198151E0,-2.096018791E-1
2.925681693E1,7.655246258E-1,-9.260735512E-1,-7.152738571E-1
2.926166818E1,8.966144323E-1,-6.450157166E-1,-1.064732075E0
2.926651854E1,1.042414665E0,-3.874449730E-1,-1.289839268E0
2.927136818E1,1.187256455E0,-2.026767731E-1,-1.384047985E0
2.927621865E1,1.317893624E0,-8.544301987E-2,-1.335664272E0
2.928106990E1,1.411449432E0,-5.926799774E-2,-1.221415997E0
2.928592026E1,1.521529436E0,-1.001715660E-1,-1.041152954E0
2.929076990E1,1.598598361E0,-1.675648689E-1,-8.185963631E-1
2.929562037E1,1.619284749E0,-2.880163193E-1,-5.582180023E-1
2.930047162E1,1.602897286E0,-4.429244995E-1,-3.001923561E-1
2.930532198E1,1.506411433E0,-6.116414070E-1,-9.398555756E-2
2.931017162E1,1.379677892E0,-8.021264076E-1,8.733272552E-2
2.931502214E1,1.231599092E0,-9.890179634E-1,2.826795578E-1
2.931987334E1,1.064111829E0,-1.245302677E0,4.187760353E-1
2.932472370E1,9.125320911E-1,-1.519561768E0,5.013108253E-1
2.932957334E1,7.928349972E-1,-1.783904552E0,5.044884682E-1
2.933442386E1,7.071162462E-1,-2.039367437E0,4.721188545E-1
2.933927505E1,6.284617186E-1,-2.234047651E0,3.496022224E-1
2.934412542E1,5.897569656E-1,-2.440365314E0,9.190368652E-2
2.934897505E1,5.856726170E-1,-2.572532892E0,-2.194271088E-1
2.935382557E1,5.992136002E-1,-2.657105923E0,-5.699315071E-1
2.935867677E1,6.347877979E-1,-2.648550749E0,-1.009975910E0
2.936352714E1,6.895513535E-1,-2.563037634E0,-1.561561108E0
2.936837677E1,7.512975931E-1,-2.440803289E0,-2.131705761E0
2.937322729E1,8.365321159E-1,-2.302766085E0,-2.682634354E0
2.937807849E1,9.049769640E-1,-2.107444763E0,-3.135983944E0
2.938292886E1,9.281677008E-1,-1.940486193E0,-3.532832623E0
2.938777849E1,1.016014695E0,-1.767816067E0,-3.897594452E0
2.939262901E1,1.276076555E0,-1.684296608E0,-4.297829628E0
2.939748021E1,1.441312313E0,-1.578912258E0,-4.516365528E0
2.940233057E1,1.486792684E0,-1.487009048E0,-4.606169224E0
2.940718026E1,1.503912926E0,-1.403303146E0,-4.711164951E0
2.941203073E1,1.531275630E0,-1.284516335E0,-4.831454754E0
2.941688193E1,1.502146363E0,-1.182758808E0,-4.912404537E0
2.942173240E1,1.435882211E0,-1.085762978E0,-4.978185177E0
2.942658198E1,1.377822638E0,-9.956102371E-1,-5.000409126E0
2.943143245E1,1.301403522E0,-9.361033440E-1,-4.969720364E0
2.943628365E1,1.177978992E0,-8.909544945E-1,-4.814077854E0
2.944113412E1,1.040594220E0,-8.723440170E-1,-4.562261581E0
2.944598370E1,9.342952967E-1,-8.665375710E-1,-4.276153564E0
2.945083417E1,8.225957155E-1,-8.837232590E-1,-3.967385769E0
2.945568537E1,7.076332569E-1,-8.957791328E-1,-3.571020603E0
2.946053584E1,5.986262560E-1,-8.675322533E-1,-3.156051636E0
2.946538542E1,5.001902580E-1,-8.092474937E-1,-2.738767624E0
2.947023589E1,4.049521685E-1,-7.573642731E-1,-2.311619759E0
2.947508709E1,3.056991100E-1,-7.073249817E-1,-1.900743961E0
2.947993755E1,2.049372196E-1,-6.260275841E-1,-1.522532463E0
2.948478714E1,1.052483320E-1,-5.208668709E-1,-1.193483829E0
2.948963761E1,3.053617477E-2,-3.775677681E-1,-8.847980499E-1
2.949448886E1,-1.167571545E-2,-2.151846886E-1,-6.227412224E-1
2.949933922E1,-4.011833668E-2,-3.354072571E-2,-3.977351189E-1
2.950418886E1,-3.780043125E-2,1.580963135E-1,-2.362089157E-1
2.950903932E1,-4.412770271E-3,4.008164406E-1,-1.120486259E-1
2.951389057E1,3.180813789E-2,6.543107033E-1,-2.541017532E-2
2.951874094E1,5.712795258E-2,8.881297112E-1,8.076000214E-2
2.952359057E1,9.346902370E-2,1.138754368E0,2.347345352E-1
2.952844104E1,1.389571428E-1,1.375473499E0,2.951655388E-1
2.953329229E1,1.606239080E-1,1.615325451E0,2.979059219E-1
2.953814266E1,1.631380320E-1,1.854163170E0,2.520217896E-1
2.954299229E1,1.295719147E-1,2.085206032E0,2.002258301E-1
2.954784276E1,4.052293301E-2,2.368511200E0,2.019953728E-1
2.955269401E1,-8.999061584E-2,2.613333702E0,2.354907990E-1
2.955754438E1,-2.671636343E-1,2.795829773E0,3.220615387E-1
2.956239401E1,-3.668583632E-1,2.925549507E0,5.214285851E-1
2.956724448E1,-4.178943634E-1,2.942770004E0,7.162833214E-1
2.957209573E1,-4.345731735E-1,2.952516556E0,9.571394920E-1
2.957694610E1,-5.174963474E-1,2.947449684E0,1.248837948E0
2.958179573E1,-5.239020586E-1,2.841331482E0,1.630081654E0
2.958664620E1,-4.573252201E-1,2.598186970E0,1.871187687E0
2.959149745E1,-6.641712189E-1,2.466108799E0,2.280969143E0
2.959634781E1,-1.075616837E0,2.465991974E0,3.180378914E0
2.960119745E1,-1.392031193E0,2.252943993E0,3.641508579E0
2.960604792E1,-1.361917615E0,1.998864174E0,3.820899487E0
2.961089917E1,-1.226999044E0,1.708301067E0,3.939175606E0
2.961574953E1,-1.161811948E0,1.497948647E0,4.037533760E0
2.962059917E1,-1.161781788E0,1.458402157E0,4.070649624E0
2.962544969E1,-1.258227706E0,1.491234779E0,3.931086540E0
2.963030089E1,-1.401653171E0,1.540971756E0,3.623974323E0
2.963515125E1,-1.542922974E0,1.583594799E0,3.225845337E0
2.964000089E1,-1.647465587E0,1.628613949E0,2.784362316E0
2.964485141E1,-1.718691587E0,1.635540962E0,2.327892780E0
2.964970260E1,-1.774299860E0,1.671805382E0,1.800855637E0
2.965455297E1,-1.843867183E0,1.692279816E0,1.262597084E0
2.965940260E1,-1.887541413E0,1.829069614E0,7.698168755E-1
2.966425313E1,-1.903889060E0,1.910634995E0,3.478622437E-1
2.966910432E1,-1.931729555E0,1.940211296E0,2.215290070E-2
2.967395469E1,-1.942443252E0,2.006861210E0,-7.637834549E-2
2.967880432E1,-1.883118033E0,2.024796486E0,-2.949047089E-2
2.968365485E1,-1.769701838E0,1.951254368E0,2.751011848E-1
2.968850604E1,-1.521467328E0,1.774622440E0,7.226262093E-1
2.969335641E1,-1.158236146E0,1.533445358E0,1.217628479E0
2.969820604E1,-7.977913618E-1,1.256348133E0,1.753486156E0
2.970305656E1,-4.792339802E-1,1.034275532E0,2.210927963E0
2.970790776E1,-2.609444857E-1,7.617754936E-1,2.568975449E0
2.971275813E1,-5.543518066E-2,4.960951805E-1,2.880793095E0
2.971760776E1,5.925905704E-2,2.487220764E-1,3.149372101E0
2.972245828E1,1.071723700E-1,-4.467010498E-3,3.276855469E0
2.972730948E1,8.631122112E-2,-2.089996338E-1,3.278251648E0
2.973215984E1,3.188502789E-2,-4.249525070E-1,3.132216454E0
2.973700948E1,-1.189709902E-1,-5.592679977E-1,2.846110344E0
2.974186000E1,-3.148913383E-1,-6.598157883E-1,2.429327488E0
2.974671120E1,-5.474624634E-1,-7.649602890E-1,1.975073814E0
2.975156156E1,-7.748098373E-1,-8.916292191E-1,1.526338577E0
2.975641125E1,-9.527590275E-1,-9.847364426E-1,1.020616055E0
2.976126172E1,-1.046313047E0,-1.080018997E0,5.867800713E-1
2.976611292E1,-1.149771810E0,-1.136518478E0,1.979804039E-1
2.977096328E1,-1.239846826E0,-1.166100025E0,-1.245632172E-1
2.977581297E1,-1.264282823E0,-1.187868118E0,-2.495317459E-1
2.978066344E1,-1.278042436E0,-1.213719368E0,-2.847805023E-1
2.978551464E1,-1.216300726E0,-1.234187126E0,-1.680870056E-1
2.979036500E1,-1.080876946E0,-1.287518501E0,5.747509003E-2
2.979521469E1,-8.685090542E-1,-1.371335030E0,3.059606552E-1
2.980006516E1,-6.429208517E-1,-1.447276115E0,5.846734047E-1
2.980491636E1,-3.958380222E-1,-1.539511681E0,8.605384827E-1
2.980976682E1,-1.814092398E-1,-1.607331753E0,1.076314926E0
2.981461641E1,4.426312447E-2,-1.624457359E0,1.258525848E0
2.981946688E1,2.222123146E-1,-1.662775517E0,1.388304710E0
2.982431807E1,4.226229191E-1,-1.739270210E0,1.482795238E0
2.982916844E1,5.839836597E-1,-1.799122334E0,1.499289513E0
2.983401813E1,8.073552847E-1,-1.935772419E0,1.430924892E0
2.983886860E1,9.444763660E-1,-2.077994108E0,1.256752491E0
2.984371979E1,1.014167666E0,-2.207026720E0,9.555802345E-1
2.984857016E1,1.061286807E0,-2.242058992E0,5.540995598E-1
2.985341984E1,1.068298221E0,-2.252799749E0,4.290294647E-2
2.985827031E1,1.058175087E0,-2.242084742E0,-4.916639328E-1
2.986312151E1,1.060911536E0,-2.166914940E0,-1.054556847E0
2.986797188E1,1.054249167E0,-2.106315851E0,-1.619548321E0
2.987282156E1,1.066303253E0,-2.077113867E0,-2.201017380E0
2.987767203E1,1.055832028E0,-2.050052643E0,-2.746846676E0
2.988252323E1,1.079796672E0,-1.996217251E0,-3.211908817E0
2.988737370E1,1.114178300E0,-1.944258690E0,-3.610718727E0
2.989222328E1,1.120377541E0,-1.848135471E0,-4.008450985E0
2.989707375E1,1.040857434E0,-1.745776653E0,-4.352834702E0
2.990192495E1,9.161164761E-1,-1.665430069E0,-4.634777546E0
2.990677542E1,8.035356998E-1,-1.635129452E0,-4.862033367E0
2.991162500E1,7.030866146E-1,-1.549213409E0,-4.977598667E0
2.991647547E1,6.198154688E-1,-1.481553078E0,-4.984201908E0
2.992132667E1,5.493108034E-1,-1.429527283E0,-4.896412373E0
2.992617714E1,4.726617336E-1,-1.402365208E0,-4.748027802E0
2.993102672E1,4.189834595E-1,-1.371300697E0,-4.543857098E0
2.993587719E1,4.052481651E-1,-1.283592701E0,-4.264899731E0
2.994072839E1,4.055398703E-1,-1.249604225E0,-3.930054188E0
2.994557886E1,3.841390610E-1,-1.204874039E0,-3.599006176E0
2.995042844E1,3.821103573E-1,-1.135412216E0,-3.216403961E0
2.995527891E1,3.542586565E-1,-1.067907810E0,-2.789155483E0
2.996013010E1,3.653928041E-1,-9.980196953E-1,-2.288231373E0
2.996498057E1,3.774040937E-1,-8.974833488E-1,-1.844862461E0
2.996983016E1,3.664214611E-1,-7.594838142E-1,-1.492195606E0
2.997468063E1,3.058973551E-1,-6.487617493E-1,-1.189418793E0
2.997953182E1,2.340062857E-1,-5.271549225E-1,-9.603109360E-1
2.998438229E1,1.174424887E-1,-4.187412262E-1,-7.639789581E-1
2.998923188E1,4.469132423E-2,-3.284659386E-1,-5.572080612E-1
2.999408235E1,-1.756751537E-2,-2.467241287E-1,-4.069318771E-1
2.999893354E1,-5.007290840E-2,-1.375551224E-1,-3.250675201E-1
3.000378401E1,-1.030147076E-1,1.361083984E-2,-3.260607719E-1
3.000863360E1,-1.908860207E-1,1.593003273E-1,-3.240752220E-1
3.001348406E1,-2.778471708E-1,2.899804115E-1,-3.239259720E-1
3.001833526E1,-3.663266897E-1,4.321908951E-1,-3.257880211E-1
3.002318573E1,-4.445301294E-1,6.122946739E-1,-3.249659538E-1
3.002803531E1,-5.220190287E-1,7.609767914E-1,-3.549904823E-1
3.003288578E1,-5.727326870E-1,8.999028206E-1,-3.968272209E-1
3.003773698E1,-6.233646870E-1,1.012438774E0,-4.386525154E-1
3.004258745E1,-6.694743633E-1,1.089036465E0,-4.637866020E-1
3.004743703E1,-7.088805437E-1,1.129723072E0,-4.388041496E-1
3.005228750E1,-7.465403080E-1,1.153839111E0,-3.974142075E-1
3.005713870E1,-8.231673241E-1,1.156637669E0,-3.635778427E-1
3.006198917E1,-8.504916430E-1,1.202821732E0,-3.183073997E-1
3.006683875E1,-8.551267385E-1,1.239847183E0,-2.880678177E-1
3.007168922E1,-8.732496500E-1,1.274910927E0,-2.250943184E-1
3.007654042E1,-8.762947321E-1,1.286367893E0,-8.870744705E-2
3.008139089E1,-8.620135784E-1,1.259801865E0,6.844854355E-2
3.008624047E1,-7.825074196E-1,1.245241165E0,2.967724800E-1
3.009109094E1,-7.260884047E-1,1.170874596E0,5.460705757E-1
3.009594214E1,-6.302995682E-1,1.108072758E0,7.665166855E-1
3.010079261E1,-4.925612211E-1,1.073600769E0,9.796900749E-1
3.010564219E1,-4.203853607E-1,1.077033997E0,1.149728298E0
3.011049266E1,-3.631398678E-1,1.125380993E0,1.307944298E0
3.011534386E1,-3.586255312E-1,1.173338890E0,1.408858299E0
3.012019432E1,-3.469573259E-1,1.264139652E0,1.483481884E0
3.012504391E1,-2.967333794E-1,1.364465714E0,1.560431004E0
3.012989438E1,-2.509632111E-1,1.438575745E0,1.606127262E0
3.013474557E1,-2.116309404E-1,1.524991035E0,1.680274487E0
3.013959604E1,-1.976546049E-1,1.585729599E0,1.722849846E0
3.014444563E1,-1.585521698E-1,1.642458439E0,1.733840942E0
3.014929610E1,-1.203786135E-1,1.671568871E0,1.717867851E0
3.015414729E1,-9.747946262E-2,1.735573292E0,1.638833046E0
3.015899766E1,-1.016658545E-1,1.767708778E0,1.597065926E0
3.016384734E1,-1.185090542E-1,1.820789814E0,1.506304264E0
3.016869781E1,-1.865575314E-1,1.882916451E0,1.385609627E0
3.017354901E1,-2.512649298E-1,1.930552959E0,1.232201099E0
3.017839948E1,-3.036488295E-1,1.966146946E0,1.062721252E0
3.018324906E1,-3.373457193E-1,2.035398483E0,9.748616219E-1
3.018809953E1,-3.814716339E-1,2.083449841E0,1.004175186E0
3.019295073E1,-4.603903294E-1,2.060077190E0,1.131345272E0
3.019780110E1,-5.501936674E-1,1.948298454E0,1.485665321E0
3.020265078E1,-6.388173103E-1,1.757494926E0,2.012146950E0
3.020750125E1,-6.373221874E-1,1.470320225E0,2.634763241E0
3.021235245E1,-6.073569059E-1,1.160146236E0,3.287299633E0
3.021720292E1,-5.578360558E-1,7.139248848E-1,3.896298885E0
3.022205250E1,-5.122600794E-1,2.818527222E-1,4.488693237E0
3.022690297E1,-4.752305746E-1,-1.512236595E-1,5.026896954E0
3.023175417E1,-4.105091095E-1,-5.477957726E-1,5.463798523E0
3.023660453E1,-3.922485113E-1,-8.944606781E-1,5.769122124E0
3.024145422E1,-3.483190536E-1,-1.225616455E0,5.993954182E0
3.024630469E1,-1.734166145E-1,-1.515538216E0,5.981013298E0
3.025115589E1,2.947330475E-2,-1.666689873E0,5.754839420E0
3.025600625E1,1.979529858E-1,-1.672153950E0,5.279853821E0
3.026085589E1,4.079262018E-1,-1.557857037E0,4.586902618E0
3.026570641E1,6.062692404E-1,-1.301832676E0,3.740283966E0
3.027055760E1,7.756717205E-1,-9.916830063E-1,2.808622360E0
3.027540797E1,9.083396196E-1,-6.836466789E-1,1.898561478E0
3.028025766E1,1.037725568E0,-4.389843941E-1,1.071526051E0
3.028510813E1,1.170835614E0,-2.469124794E-1,3.479948044E-1
3.028995932E1,1.300830245E0,-3.942251205E-2,-3.255038261E-1
3.029480969E1,1.428286552E0,1.343269348E-1,-9.115386009E-1
3.029965932E1,1.493784666E0,3.040761948E-1,-1.399030209E0
3.030450985E1,1.507353425E0,4.203548431E-1,-1.774302006E0
3.030936104E1,1.488454342E0,4.908471107E-1,-2.011521816E0
3.031421141E1,1.446930528E0,4.776825905E-1,-2.163695812E0
3.031906188E1,1.380700946E0,3.954219818E-1,-2.161615372E0
3.032391151E1,1.282840610E0,2.485170364E-1,-2.069626331E0
3.032876276E1,1.155883789E0,2.689027786E-2,-1.896867275E0
3.033361313E1,1.054679513E0,-2.317566872E-1,-1.659648418E0
3.033846276E1,9.357867241E-1,-5.067548752E-1,-1.402792454E0
3.034331328E1,8.085790873E-1,-7.751245499E-1,-1.154267311E0
